query,event
Can you send me an email invite to the Tech Symposium on 15 November 2024 at 8:44 AM?,Tech Symposium
What's the location of the Tech Symposium on 15 November 2024 at 8:44 AM?,Tech Symposium
What is the date of the Artificial Intelligence Summit?,Artificial Intelligence Summit
Where is the Artificial Intelligence Summit taking place?,Artificial Intelligence Summit
What time is the Artificial Intelligence Summit?,Artificial Intelligence Summit
What time is the Cybersecurity Awareness Seminar on 27 November 2024?,Cybersecurity Awareness Seminar
Where is the Cybersecurity Awareness Seminar being held on 27 November 2024?,Cybersecurity Awareness Seminar
Is the Cybersecurity Awareness Seminar on 27 November 2024 still accepting RSVPs?,Cybersecurity Awareness Seminar
Can I see the schedule for the Guest Lecture on AI?,Guest Lecture on AI
Can you remind me of the Guest Lecture on AI tomorrow at 5:33 AM?,Guest Lecture on AI
Is my RSVP for the Guest Lecture on AI still pending?,Guest Lecture on AI
What is the date of the Artificial Intelligence Summit?,Artificial Intelligence Summit
Can you remind me of the Artificial Intelligence Summit on 10 January 2025?,Artificial Intelligence Summit
Is the Artificial Intelligence Summit happening at the Innovation Hub?,Artificial Intelligence Summit
What time is the Mathematics Olympiad on October 29th?,Mathematics Olympiad
Where is the Mathematics Olympiad being held?,Mathematics Olympiad
Is the Mathematics Olympiad open to the public?,Mathematics Olympiad
How do I move the science fair to a different date?,Annual Science Fair
What time is the science fair?,Annual Science Fair
Is the science fair in the cafeteria?,Annual Science Fair
"10 September 2025, 4:18 PM Auditorium Hall A - RSVP status",Guest Lecture on AI
"Is there a conflict with my schedule on 10 September 2025, 4:18 PM at Auditorium Hall A?",Guest Lecture on AI
"Can you send out invites for the Guest Lecture on AI on 10 September 2025, 4:18 PM at Auditorium Hall A?",Guest Lecture on AI
What is the date and time of the Artificial Intelligence Summit?,Artificial Intelligence Summit
Is there a conflict with my schedule for the Artificial Intelligence Summit?,Artificial Intelligence Summit
Can I send out invites for the Artificial Intelligence Summit?,Artificial Intelligence Summit
"23 March 2024, 5:13 PM, Auditorium Hall A - RSVP status",Artificial Intelligence Summit
"23 March 2024, 5:13 PM, Auditorium Hall A - Modify event",Artificial Intelligence Summit
"23 March 2024, 5:13 PM, Auditorium Hall A - Set reminder",Artificial Intelligence Summit
What time is the Guest Lecture on AI?,Guest Lecture on AI
Where is the Guest Lecture on AI being held?,Guest Lecture on AI
Is the Guest Lecture on AI still happening?,Guest Lecture on AI
What time is the Robotics Showcase on March 21st?,Robotics Showcase
Where is the Robotics Showcase being held?,Robotics Showcase
Is the Robotics Showcase still happening on March 21st?,Robotics Showcase
How do I move the Artificial Intelligence Summit to a different date?,Artificial Intelligence Summit
Is there a scheduling conflict with the Artificial Intelligence Summit?,Artificial Intelligence Summit
Can I send out invites for the Artificial Intelligence Summit?,Artificial Intelligence Summit
"10 January 2025, 11:54 PM Cybersecurity Awareness Seminar at Innovation Hub - RSVP status",Cybersecurity Awareness Seminar
"10 January 2025, 11:54 PM Cybersecurity Awareness Seminar at Innovation Hub - Modify event",Cybersecurity Awareness Seminar
"10 January 2025, 11:54 PM Cybersecurity Awareness Seminar at Innovation Hub - Check scheduling conflicts",Cybersecurity Awareness Seminar
1. What is the date and time of the annual science fair?,Annual Science Fair
2. Where is the annual science fair being held?,Annual Science Fair
3. Is the annual science fair open to the public?,Annual Science Fair
"02 Aug 2024, 10:19 AM Guest Lecture on AI at University Seminar Hall - Can I set a reminder for this event?",Guest Lecture on AI
"02 Aug 2024, 10:19 AM Guest Lecture on AI at University Seminar Hall - Can you remind me to arrive early for this event?",Guest Lecture on AI
"02 Aug 2024, 10:19 AM Guest Lecture on AI at University Seminar Hall - Can you tell me more about the speaker for this event?",Guest Lecture on AI
What time is the Artificial Intelligence Summit on 30 April 2025?,Artificial Intelligence Summit
Is there a conflict with my meeting at 11:39 AM on 30 April 2025?,Artificial Intelligence Summit
Can I set a recurring reminder for the Artificial Intelligence Summit every year?,Artificial Intelligence Summit
What is the date and time of the annual science fair?,Annual Science Fair
Is there a conflict with my other plans on 22 June 2025 at 9:23 PM?,Annual Science Fair
Can you send me an invite to the annual science fair?,Annual Science Fair
"What time is the Mathematics Olympiad on January 11, 2025?",Mathematics Olympiad
Is the Mathematics Olympiad happening every year?,Mathematics Olympiad
Can I share the location of the Mathematics Olympiad with my friends?,Mathematics Olympiad
"What time is the Tech Symposium on January 8th, 2025?",Tech Symposium
"Where is the Tech Symposium being held on January 8th, 2025?",Tech Symposium
"Can you remind me to attend the Tech Symposium on January 8th, 2025 at 9:41 AM?",Tech Symposium
"Set a reminder for 2:24 PM on August 20th, 2025 for the Artificial Intelligence Summit at the University Seminar Hall.",Artificial Intelligence Summit
"Send out invites for the Artificial Intelligence Summit on August 20th, 2025 at 2:24 PM at the University Seminar Hall.",Artificial Intelligence Summit
"What is the follow-up for the Artificial Intelligence Summit on August 20th, 2025 at 2:24 PM at the University Seminar Hall?",Artificial Intelligence Summit
"22 June 2024, 9:24 AM, University Seminar Hall - Data Science Conference",Data Science Conference
"Add Data Science Conference to my calendar on 22 June 2024, 9:24 AM at University Seminar Hall",Data Science Conference
"Send me a reminder for Data Science Conference on 22 June 2024, 9:24 AM at University Seminar Hall",Data Science Conference
What time is the Cultural Fest on 12 April 2024?,Cultural Fest
Where is the Cultural Fest being held on 12 April 2024?,Cultural Fest
Is the Cultural Fest happening on 12 April 2024?,Cultural Fest
What is the date and time of the annual science fair?,Annual Science Fair
Where is the annual science fair being held?,Annual Science Fair
Can I see the schedule for the annual science fair?,Annual Science Fair
What time is the Robotics Showcase on September 20th?,Robotics Showcase
Is there a conflict with my dentist appointment on September 20th at 7:04 PM?,Robotics Showcase
Have I RSVP'd to the Robotics Showcase yet?,Robotics Showcase
"27 June 2024, 6:47 PM - Auditorium Hall A - Cybersecurity Awareness Seminar - Invites",Cybersecurity Awareness Seminar
"27 June 2024, 6:47 PM - Auditorium Hall A - Cybersecurity Awareness Seminar - Conflicts",Cybersecurity Awareness Seminar
"27 June 2024, 6:47 PM - Auditorium Hall A - Cybersecurity Awareness Seminar - Reminders",Cybersecurity Awareness Seminar
"25 August 2025, 3:06 PM Robotics Showcase - RSVP status",Robotics Showcase
How often does the Robotics Showcase happen?,Robotics Showcase
Can I share the details of the Robotics Showcase with my colleagues?,Robotics Showcase
What time is the Guest Lecture on AI?,Guest Lecture on AI
Is there a conflict with the Guest Lecture on AI?,Guest Lecture on AI
Can I move the Guest Lecture on AI to a different time?,Guest Lecture on AI
What is the date of the Mathematics Olympiad?,Mathematics Olympiad
Is there a conflict with my dentist appointment on 16 April 2024 at 2:06 PM?,Mathematics Olympiad
Have I RSVP'd to the Mathematics Olympiad yet?,Mathematics Olympiad
"Can I see the schedule for the Artificial Intelligence Summit on January 4th, 2025?",Artificial Intelligence Summit
"Is the Artificial Intelligence Summit on January 4th, 2025 still happening?",Artificial Intelligence Summit
"Can I set a reminder for the Artificial Intelligence Summit on January 4th, 2025 at 9:35 AM?",Artificial Intelligence Summit
What time is the Robotics Showcase on December 13th?,Robotics Showcase
Can you send me the location of the Robotics Showcase?,Robotics Showcase
Remind me to attend the Robotics Showcase on December 13th at 11:05 PM.,Robotics Showcase
"Set a reminder for Mathematics Olympiad on 05 October 2024, 3:06 AM.",Mathematics Olympiad
"Send out invites for Mathematics Olympiad on 05 October 2024, 3:06 AM.",Mathematics Olympiad
How often does Mathematics Olympiad happen?,Mathematics Olympiad
"1. What's the RSVP status for the Cultural Fest on 08 February 2025, 2:23 PM at Innovation Hub?",Cultural Fest
"2. Can I set a reminder for the Cultural Fest on 08 February 2025, 2:23 PM at Innovation Hub?",Cultural Fest
"3. What follow-up actions should I take after the Cultural Fest on 08 February 2025, 2:23 PM at Innovation Hub?",Cultural Fest
What time is the Entrepreneurship Workshop on 04 February 2024?,Entrepreneurship Workshop
Can I invite people to the Entrepreneurship Workshop on 04 February 2024?,Entrepreneurship Workshop
Can I set a reminder for the Entrepreneurship Workshop on 04 February 2024?,Entrepreneurship Workshop
What is the date and time of the annual science fair?,Annual Science Fair
Can you send out invites for the annual science fair?,Annual Science Fair
What is the venue for the annual science fair?,Annual Science Fair
"06 January 2024, 7:16 AM, Cafeteria Meeting Room, Guest Lecture on AI",Guest Lecture on AI
"How do I set a reminder for the Guest Lecture on AI on 06 January 2024, 7:16 AM?",Guest Lecture on AI
Is there a recurring event for the Guest Lecture on AI?,Guest Lecture on AI
"21 July 2024, 5:32 PM, Innovation Hub",Annual Science Fair
Send out invites for the annual science fair,Annual Science Fair
"What's the time, date, and location of the annual science fair?",Annual Science Fair
"18 January 2025, 10:20 PM - Cafeteria Meeting Room - Data Science Conference - Invites",Data Science Conference
"18 January 2025, 10:20 PM - Cafeteria Meeting Room - Data Science Conference - RSVP",Data Science Conference
"18 January 2025, 10:20 PM - Cafeteria Meeting Room - Data Science Conference - Follow-up",Data Science Conference
What time is the Robotics Showcase on 19 April 2024?,Robotics Showcase
Where is the Robotics Showcase being held on 19 April 2024?,Robotics Showcase
Is there a way to move the Robotics Showcase from 1:19 PM to a different time?,Robotics Showcase
How often does the Tech Symposium happen?,Tech Symposium
Is there a conflict with my meeting on 24 October 2025 at 6:53 AM?,Tech Symposium
Can I set a reminder for the Tech Symposium on 24 October 2025 at 6:53 AM?,Tech Symposium
Is the Data Science Conference happening on 06 February 2024 at 11:46 PM?,Data Science Conference
What is the status of my RSVP for the Data Science Conference?,Data Science Conference
Can you send me more information about the Data Science Conference?,Data Science Conference
"26 December 2024, 7:41 AM, Main Hall, Building C - Robotics Showcase",Robotics Showcase
"Is there a conflict with my schedule on 26 December 2024, 7:41 AM?",Robotics Showcase
"Set a reminder for 26 December 2024, 7:41 AM, Main Hall, Building C - Robotics Showcase",Robotics Showcase
"29 June 2025, 3:39 AM, Sports Complex - Modify event",Artificial Intelligence Summit
"29 June 2025, 3:39 AM, Sports Complex - Set reminder",Artificial Intelligence Summit
"29 June 2025, 3:39 AM, Sports Complex - Share info",Artificial Intelligence Summit
What is the date and time of the Robotics Showcase?,Robotics Showcase
Where is the Robotics Showcase being held?,Robotics Showcase
Can you remind me about the Robotics Showcase?,Robotics Showcase
"Can you remind me about the Guest Lecture on AI on 26 October 2024 at 10:21 PM in GD Room, First Year Block?",Guest Lecture on AI
"Is there any chance of a scheduling conflict with the Guest Lecture on AI on 26 October 2024 at 10:21 PM in GD Room, First Year Block?",Guest Lecture on AI
"Can you send out invites for the Guest Lecture on AI on 26 October 2024 at 10:21 PM in GD Room, First Year Block?",Guest Lecture on AI
How do I change the date of the science fair?,Annual Science Fair
Can you send me an invite to the science fair?,Annual Science Fair
Where is the science fair taking place?,Annual Science Fair
"What time is the Cultural Fest on July 22, 2024?",Cultural Fest
"Is there a conflict with my other appointments on July 22, 2024?",Cultural Fest
Can I change the date or time of the Cultural Fest?,Cultural Fest
What's the time of the Entrepreneurship Workshop on 23 May 2025?,Entrepreneurship Workshop
Can you remind me to send out invites for the Entrepreneurship Workshop on 23 May 2025?,Entrepreneurship Workshop
Where is the Entrepreneurship Workshop on 23 May 2025 being held?,Entrepreneurship Workshop
Can I get a list of attendees for the AI Summit on 06 November 2024?,Artificial Intelligence Summit
